origin_FIPS,origin_county,destination_FIPS,destination_county,people_inflow,agi_inflow,agi_capita_inflow,year
32031,"Washoe County, NV",47037,"Davidson County, TN",56,2819000,50339.28571428572,2022
39153,"Summit County, OH",47037,"Davidson County, TN",46,2941000,63934.782608695656,2022
47163,"Sullivan County, TN",47037,"Davidson County, TN",59,1988000,33694.91525423729,2022
34003,"Bergen County, NJ",47037,"Davidson County, TN",50,2974000,59480.0,2022
51760,"Richmond city, VA",47037,"Davidson County, TN",44,3233000,73477.27272727272,2022
31055,"Douglas County, NE",47037,"Davidson County, TN",50,2822000,56440.0,2022
34027,"Morris County, NJ",47037,"Davidson County, TN",53,7033000,132698.11320754717,2022
35001,"Bernalillo County, NM",47037,"Davidson County, TN",56,2309000,41232.142857142855,2022
40109,"Oklahoma County, OK",47037,"Davidson County, TN",50,1649000,32980.0,2022
28071,"Lafayette County, MS",47037,"Davidson County, TN",46,2121000,46108.69565217391,2022
36067,"Onondaga County, NY",47037,"Davidson County, TN",43,2439000,56720.93023255814,2022
37081,"Guilford County, NC",47037,"Davidson County, TN",44,2696000,61272.72727272727,2022
39113,"Montgomery County, OH",47037,"Davidson County, TN",60,1972000,32866.666666666664,2022
47011,"Bradley County, TN",47037,"Davidson County, TN",63,1212000,19238.095238095237,2022
06081,"San Mateo County, CA",47037,"Davidson County, TN",61,25486000,417803.2786885246,2022
12021,"Collier County, FL",47037,"Davidson County, TN",50,4982000,99640.0,2022
12127,"Volusia County, FL",47037,"Davidson County, TN",49,1505000,30714.285714285714,2022
37067,"Forsyth County, NC",47037,"Davidson County, TN",55,2800000,50909.09090909091,2022
18163,"Vanderburgh County, IN",47037,"Davidson County, TN",54,7789000,144240.74074074073,2022
47177,"Warren County, TN",47037,"Davidson County, TN",48,1469000,30604.166666666668,2022
24033,"Prince George, MD",47037,"Davidson County, TN",46,2432000,52869.565217391304,2022
37021,"Buncombe County, NC",47037,"Davidson County, TN",46,1655000,35978.260869565216,2022
47051,"Franklin County, TN",47037,"Davidson County, TN",46,2153000,46804.34782608696,2022
08035,"Douglas County, CO",47037,"Davidson County, TN",44,4550000,103409.09090909091,2022
12033,"Escambia County, FL",47037,"Davidson County, TN",40,1824000,45600.0,2022
12105,"Polk County, FL",47037,"Davidson County, TN",52,2298000,44192.307692307695,2022
17111,"McHenry County, IL",47037,"Davidson County, TN",43,2705000,62906.976744186046,2022
21145,"McCracken County, KY",47037,"Davidson County, TN",46,2083000,45282.608695652176,2022
27123,"Ramsey County, MN",47037,"Davidson County, TN",41,1334000,32536.585365853658,2022
28089,"Madison County, MS",47037,"Davidson County, TN",38,1771000,46605.26315789474,2022
36005,"Bronx County, NY",47037,"Davidson County, TN",43,2531000,58860.46511627907,2022
01077,"Lauderdale County, AL",47037,"Davidson County, TN",38,2190000,57631.57894736842,2022
12097,"Osceola County, FL",47037,"Davidson County, TN",47,1185000,25212.76595744681,2022
12101,"Pasco County, FL",47037,"Davidson County, TN",53,2323000,43830.188679245286,2022
28081,"Lee County, MS",47037,"Davidson County, TN",44,1378000,31318.18181818182,2022
48157,"Fort Bend County, TX",47037,"Davidson County, TN",44,3620000,82272.72727272728,2022
53061,"Snohomish County, WA",47037,"Davidson County, TN",47,2565000,54574.46808510638,2022
01101,"Montgomery County, AL",47037,"Davidson County, TN",46,1661000,36108.69565217391,2022
34013,"Essex County, NJ",47037,"Davidson County, TN",39,2064000,52923.07692307692,2022
34023,"Middlesex County, NJ",47037,"Davidson County, TN",33,2324000,70424.24242424243,2022
40143,"Tulsa County, OK",47037,"Davidson County, TN",39,3018000,77384.61538461539,2022
44007,"Providence County, RI",47037,"Davidson County, TN",35,2239000,63971.42857142857,2022
01097,"Mobile County, AL",47037,"Davidson County, TN",35,1744000,49828.57142857143,2022
06083,"Santa Barbara County, CA",47037,"Davidson County, TN",40,3454000,86350.0,2022
18089,"Lake County, IN",47037,"Davidson County, TN",39,1747000,44794.8717948718,2022
45051,"Horry County, SC",47037,"Davidson County, TN",35,2002000,57200.0,2022
47085,"Humphreys County, TN",47037,"Davidson County, TN",46,1096000,23826.08695652174,2022
53063,"Spokane County, WA",47037,"Davidson County, TN",37,5518000,149135.13513513515,2022
13063,"Clayton County, GA",47037,"Davidson County, TN",33,758000,22969.696969696968,2022
17113,"McLean County, IL",47037,"Davidson County, TN",43,1536000,35720.93023255814,2022
21035,"Calloway County, KY",47037,"Davidson County, TN",40,1511000,37775.0,2022
24005,"Baltimore County, MD",47037,"Davidson County, TN",46,2714000,59000.0,2022
47159,"Smith County, TN",47037,"Davidson County, TN",40,1044000,26100.0,2022
53053,"Pierce County, WA",47037,"Davidson County, TN",46,1919000,41717.391304347824,2022
13215,"Muscogee County, GA",47037,"Davidson County, TN",37,1846000,49891.89189189189,2022
29183,"St. Charles County, MO",47037,"Davidson County, TN",29,1569000,54103.44827586207,2022
39095,"Lucas County, OH",47037,"Davidson County, TN",34,1386000,40764.705882352944,2022
39165,"Warren County, OH",47037,"Davidson County, TN",41,2566000,62585.365853658535,2022
47053,"Gibson County, TN",47037,"Davidson County, TN",34,1027000,30205.882352941175,2022
47155,"Sevier County, TN",47037,"Davidson County, TN",31,1051000,33903.22580645161,2022
48339,"Montgomery County, TX",47037,"Davidson County, TN",34,2252000,66235.29411764706,2022
48491,"Williamson County, TX",47037,"Davidson County, TN",43,2625000,61046.51162790698,2022
06029,"Kern County, CA",47037,"Davidson County, TN",36,1097000,30472.222222222223,2022
12109,"St. Johns County, FL",47037,"Davidson County, TN",33,2768000,83878.78787878787,2022
22051,"Jefferson Parish, LA",47037,"Davidson County, TN",38,2058000,54157.89473684211,2022
22103,"St. Tammany Parish, LA",47037,"Davidson County, TN",35,1604000,45828.57142857143,2022
28105,"Oktibbeha County, MS",47037,"Davidson County, TN",36,938000,26055.555555555555,2022
37051,"Cumberland County, NC",47037,"Davidson County, TN",38,1443000,37973.68421052631,2022
51087,"Henrico County, VA",47037,"Davidson County, TN",39,3046000,78102.56410256411,2022
05007,"Benton County, AR",47037,"Davidson County, TN",50,2077000,41540.0,2022
13059,"Clarke County, GA",47037,"Davidson County, TN",31,1414000,45612.903225806454,2022
15003,"Honolulu County, HI",47037,"Davidson County, TN",46,1701000,36978.260869565216,2022
28121,"Rankin County, MS",47037,"Davidson County, TN",39,1337000,34282.05128205128,2022
42071,"Lancaster County, PA",47037,"Davidson County, TN",31,1264000,40774.1935483871,2022
49049,"Utah County, UT",47037,"Davidson County, TN",41,1068000,26048.780487804877,2022
53011,"Clark County, WA",47037,"Davidson County, TN",39,2292000,58769.230769230766,2022
08013,"Boulder County, CO",47037,"Davidson County, TN",35,1830000,52285.71428571428,2022
12091,"Okaloosa County, FL",47037,"Davidson County, TN",34,2037000,59911.76470588235,2022
17019,"Champaign County, IL",47037,"Davidson County, TN",29,1027000,35413.793103448275,2022
18105,"Monroe County, IN",47037,"Davidson County, TN",28,1597000,57035.71428571428,2022
26099,"Macomb County, MI",47037,"Davidson County, TN",45,1426000,31688.88888888889,2022
33011,"Hillsborough County, NH",47037,"Davidson County, TN",28,1671000,59678.57142857143,2022
34035,"Somerset County, NJ",47037,"Davidson County, TN",33,1454000,44060.606060606064,2022
36091,"Saratoga County, NY",47037,"Davidson County, TN",26,1295000,49807.692307692305,2022
51107,"Loudoun County, VA",47037,"Davidson County, TN",38,2002000,52684.21052631579,2022
06079,"San Luis Obispo County, CA",47037,"Davidson County, TN",26,842000,32384.615384615383,2022
13117,"Forsyth County, GA",47037,"Davidson County, TN",26,1228000,47230.769230769234,2022
17143,"Peoria County, IL",47037,"Davidson County, TN",31,1769000,57064.51612903226,2022
25027,"Worcester County, MA",47037,"Davidson County, TN",25,1120000,44800.0,2022
30031,"Gallatin County, MT",47037,"Davidson County, TN",33,1606000,48666.666666666664,2022
37135,"Orange County, NC",47037,"Davidson County, TN",31,2096000,67612.90322580645,2022
47055,"Giles County, TN",47037,"Davidson County, TN",41,694000,16926.829268292684,2022
47079,"Henry County, TN",47037,"Davidson County, TN",29,870000,30000.0,2022
51510,"Alexandria city, VA",47037,"Davidson County, TN",32,2507000,78343.75,2022
01003,"Baldwin County, AL",47037,"Davidson County, TN",27,1065000,39444.444444444445,2022
06061,"Placer County, CA",47037,"Davidson County, TN",31,2020000,65161.290322580644,2022
06097,"Sonoma County, CA",47037,"Davidson County, TN",32,1784000,55750.0,2022
08069,"Larimer County, CO",47037,"Davidson County, TN",26,1678000,64538.46153846154,2022
10003,"New Castle County, DE",47037,"Davidson County, TN",32,1745000,54531.25,2022
12081,"Manatee County, FL",47037,"Davidson County, TN",33,1630000,49393.93939393939,2022
12131,"Walton County, FL",47037,"Davidson County, TN",52,4097000,78788.46153846153,2022
13057,"Cherokee County, GA",47037,"Davidson County, TN",31,1146000,36967.74193548387,2022
13139,"Hall County, GA",47037,"Davidson County, TN",27,1215000,45000.0,2022
17163,"St. Clair County, IL",47037,"Davidson County, TN",27,1346000,49851.851851851854,2022
18003,"Allen County, IN",47037,"Davidson County, TN",28,873000,31178.571428571428,2022
18141,"St. Joseph County, IN",47037,"Davidson County, TN",30,1626000,54200.0,2022
47111,"Macon County, TN",47037,"Davidson County, TN",38,785000,20657.894736842107,2022
47169,"Trousdale County, TN",47037,"Davidson County, TN",26,1008000,38769.230769230766,2022
47183,"Weakley County, TN",47037,"Davidson County, TN",33,1257000,38090.90909090909,2022
51810,"Virginia Beach city, VA",47037,"Davidson County, TN",32,1839000,57468.75,2022
05143,"Washington County, AR",47037,"Davidson County, TN",27,901000,33370.37037037037,2022
06053,"Monterey County, CA",47037,"Davidson County, TN",43,1540000,35813.95348837209,2022
16001,"Ada County, ID",47037,"Davidson County, TN",27,1160000,42962.96296296296,2022
17167,"Sangamon County, IL",47037,"Davidson County, TN",34,1958000,57588.23529411765,2022
24027,"Howard County, MD",47037,"Davidson County, TN",26,1495000,57500.0,2022
26065,"Ingham County, MI",47037,"Davidson County, TN",33,979000,29666.666666666668,2022
34025,"Monmouth County, NJ",47037,"Davidson County, TN",32,3883000,121343.75,2022
42029,"Chester County, PA",47037,"Davidson County, TN",23,1051000,45695.65217391304,2022
47097,"Lauderdale County, TN",47037,"Davidson County, TN",28,386000,13785.714285714286,2022
50007,"Chittenden County, VT",47037,"Davidson County, TN",25,1108000,44320.0,2022
08001,"Adams County, CO",47037,"Davidson County, TN",34,1429000,42029.41176470588,2022
23005,"Cumberland County, ME",47037,"Davidson County, TN",31,1128000,36387.096774193546,2022
25009,"Essex County, MA",47037,"Davidson County, TN",23,1020000,44347.82608695652,2022
25023,"Plymouth County, MA",47037,"Davidson County, TN",32,1694000,52937.5,2022
26049,"Genesee County, MI",47037,"Davidson County, TN",26,763000,29346.153846153848,2022
45063,"Lexington County, SC",47037,"Davidson County, TN",26,1409000,54192.307692307695,2022
47103,"Lincoln County, TN",47037,"Davidson County, TN",24,748000,31166.666666666668,2022
51153,"Prince William County, VA",47037,"Davidson County, TN",25,1178000,47120.0,2022
55133,"Waukesha County, WI",47037,"Davidson County, TN",26,1039000,39961.53846153846,2022
47037,"Davidson County, TN",47043,"Dickson County, TN",525,20805000,39628.57142857143,2022
47187,"Williamson County, TN",47043,"Dickson County, TN",281,11385000,40516.014234875445,2022
47081,"Hickman County, TN",47043,"Dickson County, TN",262,5621000,21454.198473282442,2022
47125,"Montgomery County, TN",47043,"Dickson County, TN",226,5959000,26367.256637168142,2022
47021,"Cheatham County, TN",47043,"Dickson County, TN",200,5692000,28460.0,2022
47085,"Humphreys County, TN",47043,"Dickson County, TN",165,3107000,18830.303030303032,2022
47149,"Rutherford County, TN",47043,"Dickson County, TN",135,4396000,32562.962962962964,2022
47165,"Sumner County, TN",47043,"Dickson County, TN",75,2174000,28986.666666666668,2022
47119,"Maury County, TN",47043,"Dickson County, TN",67,2015000,30074.626865671642,2022
06037,"Los Angeles County, CA",47043,"Dickson County, TN",34,2926000,86058.82352941176,2022
47189,"Wilson County, TN",47043,"Dickson County, TN",53,1145000,21603.77358490566,2022
47043,"Dickson County, TN",47081,"Hickman County, TN",286,6425000,22465.034965034964,2022
47187,"Williamson County, TN",47081,"Hickman County, TN",172,5285000,30726.74418604651,2022
47037,"Davidson County, TN",47081,"Hickman County, TN",139,4148000,29841.726618705037,2022
47119,"Maury County, TN",47081,"Hickman County, TN",144,2980000,20694.444444444445,2022
47149,"Rutherford County, TN",47081,"Hickman County, TN",48,1141000,23770.833333333332,2022
47021,"Cheatham County, TN",47081,"Hickman County, TN",44,1073000,24386.363636363636,2022
47165,"Sumner County, TN",47111,"Macon County, TN",493,10157000,20602.434077079106,2022
47169,"Trousdale County, TN",47111,"Macon County, TN",137,2827000,20635.036496350363,2022
47189,"Wilson County, TN",47111,"Macon County, TN",121,2918000,24115.702479338845,2022
47037,"Davidson County, TN",47111,"Macon County, TN",75,2269000,30253.333333333332,2022
47149,"Rutherford County, TN",47111,"Macon County, TN",65,1195000,18384.615384615383,2022
47159,"Smith County, TN",47111,"Macon County, TN",57,1226000,21508.77192982456,2022
47027,"Clay County, TN",47111,"Macon County, TN",47,732000,15574.468085106382,2022
47147,"Robertson County, TN",47111,"Macon County, TN",51,1106000,21686.274509803923,2022
47187,"Williamson County, TN",47119,"Maury County, TN",2402,122731000,51095.33721898418,2022
47037,"Davidson County, TN",47119,"Maury County, TN",729,29668000,40696.84499314129,2022
47149,"Rutherford County, TN",47119,"Maury County, TN",308,9915000,32191.55844155844,2022
47117,"Marshall County, TN",47119,"Maury County, TN",282,7459000,26450.35460992908,2022
47099,"Lawrence County, TN",47119,"Maury County, TN",178,4180000,23483.14606741573,2022
06059,"Orange County, CA",47119,"Maury County, TN",180,8370000,46500.0,2022
06037,"Los Angeles County, CA",47119,"Maury County, TN",184,7215000,39211.95652173913,2022
47055,"Giles County, TN",47119,"Maury County, TN",114,2583000,22657.894736842107,2022
47101,"Lewis County, TN",47119,"Maury County, TN",90,1812000,20133.333333333332,2022
47189,"Wilson County, TN",47119,"Maury County, TN",82,3096000,37756.09756097561,2022
06065,"Riverside County, CA",47119,"Maury County, TN",112,4356000,38892.857142857145,2022
47125,"Montgomery County, TN",47119,"Maury County, TN",69,1828000,26492.753623188404,2022
47081,"Hickman County, TN",47119,"Maury County, TN",88,1646000,18704.545454545456,2022
47165,"Sumner County, TN",47119,"Maury County, TN",70,2834000,40485.71428571428,2022
04013,"Maricopa County, AZ",47119,"Maury County, TN",87,3559000,40908.0459770115,2022
06073,"San Diego County, CA",47119,"Maury County, TN",99,4546000,45919.19191919192,2022
47043,"Dickson County, TN",47119,"Maury County, TN",72,1633000,22680.555555555555,2022
01089,"Madison County, AL",47119,"Maury County, TN",55,1376000,25018.18181818182,2022
47157,"Shelby County, TN",47119,"Maury County, TN",46,1492000,32434.782608695652,2022
06061,"Placer County, CA",47119,"Maury County, TN",79,3877000,49075.94936708861,2022
06071,"San Bernardino County, CA",47119,"Maury County, TN",58,2188000,37724.137931034486,2022
47065,"Hamilton County, TN",47119,"Maury County, TN",41,1513000,36902.439024390245,2022
06111,"Ventura County, CA",47119,"Maury County, TN",52,5526000,106269.23076923077,2022
47093,"Knox County, TN",47119,"Maury County, TN",36,1424000,39555.555555555555,2022
32003,"Clark County, NV",47119,"Maury County, TN",36,1541000,42805.555555555555,2022
47037,"Davidson County, TN",47147,"Robertson County, TN",1368,46209000,33778.508771929824,2022
47165,"Sumner County, TN",47147,"Robertson County, TN",1200,41778000,34815.0,2022
47125,"Montgomery County, TN",47147,"Robertson County, TN",284,7956000,28014.084507042255,2022
47021,"Cheatham County, TN",47147,"Robertson County, TN",184,5266000,28619.565217391304,2022
47149,"Rutherford County, TN",47147,"Robertson County, TN",127,4500000,35433.07086614173,2022
47189,"Wilson County, TN",47147,"Robertson County, TN",113,4208000,37238.93805309734,2022
21213,"Simpson County, KY",47147,"Robertson County, TN",55,991000,18018.18181818182,2022
06037,"Los Angeles County, CA",47147,"Robertson County, TN",46,1985000,43152.17391304348,2022
21227,"Warren County, KY",47147,"Robertson County, TN",40,752000,18800.0,2022
21141,"Logan County, KY",47147,"Robertson County, TN",40,1279000,31975.0,2022
47037,"Davidson County, TN",47149,"Rutherford County, TN",6491,178130000,27442.612848559544,2022
47187,"Williamson County, TN",47149,"Rutherford County, TN",1227,56080000,45704.97147514262,2022
47189,"Wilson County, TN",47149,"Rutherford County, TN",770,28733000,37315.58441558442,2022
47003,"Bedford County, TN",47149,"Rutherford County, TN",615,16982000,27613.0081300813,2022
47119,"Maury County, TN",47149,"Rutherford County, TN",379,14703000,38794.19525065963,2022
47165,"Sumner County, TN",47149,"Rutherford County, TN",390,12361000,31694.871794871793,2022
47031,"Coffee County, TN",47149,"Rutherford County, TN",350,11227000,32077.14285714286,2022
47157,"Shelby County, TN",47149,"Rutherford County, TN",361,12348000,34204.98614958449,2022
47125,"Montgomery County, TN",47149,"Rutherford County, TN",285,6743000,23659.64912280702,2022
47015,"Cannon County, TN",47149,"Rutherford County, TN",263,6373000,24231.9391634981,2022
06037,"Los Angeles County, CA",47149,"Rutherford County, TN",270,13090000,48481.48148148148,2022
47093,"Knox County, TN",47149,"Rutherford County, TN",178,5344000,30022.47191011236,2022
47065,"Hamilton County, TN",47149,"Rutherford County, TN",191,6449000,33764.397905759164,2022
47177,"Warren County, TN",47149,"Rutherford County, TN",178,5102000,28662.921348314605,2022
06059,"Orange County, CA",47149,"Rutherford County, TN",205,9178000,44770.73170731707,2022
47113,"Madison County, TN",47149,"Rutherford County, TN",152,3713000,24427.63157894737,2022
17031,"Cook County, IL",47149,"Rutherford County, TN",146,6632000,45424.65753424657,2022
06073,"San Diego County, CA",47149,"Rutherford County, TN",163,5894000,36159.509202453984,2022
06065,"Riverside County, CA",47149,"Rutherford County, TN",165,5048000,30593.939393939392,2022
47117,"Marshall County, TN",47149,"Rutherford County, TN",107,3008000,28112.149532710282,2022
04013,"Maricopa County, AZ",47149,"Rutherford County, TN",125,4834000,38672.0,2022
32003,"Clark County, NV",47149,"Rutherford County, TN",130,5317000,40900.0,2022
47147,"Robertson County, TN",47149,"Rutherford County, TN",101,3208000,31762.37623762376,2022
47141,"Putnam County, TN",47149,"Rutherford County, TN",78,2655000,34038.46153846154,2022
01089,"Madison County, AL",47149,"Rutherford County, TN",95,3773000,39715.78947368421,2022
12011,"Broward County, FL",47149,"Rutherford County, TN",93,3143000,33795.69892473118,2022
47041,"DeKalb County, TN",47149,"Rutherford County, TN",117,2257000,19290.59829059829,2022
06071,"San Bernardino County, CA",47149,"Rutherford County, TN",97,3744000,38597.9381443299,2022
48201,"Harris County, TX",47149,"Rutherford County, TN",81,4472000,55209.87654320987,2022
47051,"Franklin County, TN",47149,"Rutherford County, TN",77,2425000,31493.506493506495,2022
12057,"Hillsborough County, FL",47149,"Rutherford County, TN",85,2770000,32588.235294117647,2022
17043,"DuPage County, IL",47149,"Rutherford County, TN",80,6167000,77087.5,2022
06067,"Sacramento County, CA",47149,"Rutherford County, TN",77,3715000,48246.753246753244,2022
13135,"Gwinnett County, GA",47149,"Rutherford County, TN",72,1413000,19625.0,2022
26163,"Wayne County, MI",47149,"Rutherford County, TN",66,2728000,41333.333333333336,2022
47021,"Cheatham County, TN",47149,"Rutherford County, TN",60,2090000,34833.333333333336,2022
12031,"Duval County, FL",47149,"Rutherford County, TN",60,1770000,29500.0,2022
01073,"Jefferson County, AL",47149,"Rutherford County, TN",67,2234000,33343.28358208955,2022
12095,"Orange County, FL",47149,"Rutherford County, TN",64,1729000,27015.625,2022
47043,"Dickson County, TN",47149,"Rutherford County, TN",70,1713000,24471.428571428572,2022
21227,"Warren County, KY",47149,"Rutherford County, TN",62,1376000,22193.548387096773,2022
48113,"Dallas County, TX",47149,"Rutherford County, TN",61,4456000,73049.18032786885,2022
26125,"Oakland County, MI",47149,"Rutherford County, TN",52,2392000,46000.0,2022
48439,"Tarrant County, TX",47149,"Rutherford County, TN",63,1945000,30873.015873015873,2022
13121,"Fulton County, GA",47149,"Rutherford County, TN",45,2646000,58800.0,2022
08041,"El Paso County, CO",47149,"Rutherford County, TN",56,1730000,30892.85714285714,2022
17197,"Will County, IL",47149,"Rutherford County, TN",56,2448000,43714.28571428572,2022
36081,"Queens County, NY",47149,"Rutherford County, TN",81,1603000,19790.123456790123,2022
47103,"Lincoln County, TN",47149,"Rutherford County, TN",38,1489000,39184.21052631579,2022
29189,"St. Louis County, MO",47149,"Rutherford County, TN",53,2333000,44018.8679245283,2022
12071,"Lee County, FL",47149,"Rutherford County, TN",50,1630000,32600.0,2022
12103,"Pinellas County, FL",47149,"Rutherford County, TN",49,1841000,37571.42857142857,2022
53033,"King County, WA",47149,"Rutherford County, TN",52,3254000,62576.92307692308,2022
36103,"Suffolk County, NY",47149,"Rutherford County, TN",50,1468000,29360.0,2022
47179,"Washington County, TN",47149,"Rutherford County, TN",34,1016000,29882.352941176472,2022
06061,"Placer County, CA",47149,"Rutherford County, TN",58,2622000,45206.89655172414,2022
13089,"DeKalb County, GA",47149,"Rutherford County, TN",36,927000,25750.0,2022
37183,"Wake County, NC",47149,"Rutherford County, TN",50,2035000,40700.0,2022
47053,"Gibson County, TN",47149,"Rutherford County, TN",40,802000,20050.0,2022
48085,"Collin County, TX",47149,"Rutherford County, TN",54,3863000,71537.03703703704,2022
06013,"Contra Costa County, CA",47149,"Rutherford County, TN",50,3559000,71180.0,2022
06111,"Ventura County, CA",47149,"Rutherford County, TN",67,2512000,37492.53731343283,2022
34017,"Hudson County, NJ",47149,"Rutherford County, TN",70,1393000,19900.0,2022
37119,"Mecklenburg County, NC",47149,"Rutherford County, TN",46,945000,20543.478260869564,2022
47035,"Cumberland County, TN",47149,"Rutherford County, TN",44,890000,20227.272727272728,2022
12099,"Palm Beach County, FL",47149,"Rutherford County, TN",36,1180000,32777.77777777778,2022
21111,"Jefferson County, KY",47149,"Rutherford County, TN",32,1022000,31937.5,2022
39049,"Franklin County, OH",47149,"Rutherford County, TN",45,1795000,39888.88888888889,2022
36055,"Monroe County, NY",47149,"Rutherford County, TN",37,1412000,38162.16216216216,2022
47055,"Giles County, TN",47149,"Rutherford County, TN",34,651000,19147.058823529413,2022
47159,"Smith County, TN",47149,"Rutherford County, TN",34,1269000,37323.529411764706,2022
53061,"Snohomish County, WA",47149,"Rutherford County, TN",45,1741000,38688.88888888889,2022
06001,"Alameda County, CA",47149,"Rutherford County, TN",29,2383000,82172.41379310345,2022
13067,"Cobb County, GA",47149,"Rutherford County, TN",36,1629000,45250.0,2022
21047,"Christian County, KY",47149,"Rutherford County, TN",31,615000,19838.709677419356,2022
28033,"DeSoto County, MS",47149,"Rutherford County, TN",37,937000,25324.324324324323,2022
53053,"Pierce County, WA",47149,"Rutherford County, TN",54,2257000,41796.2962962963,2022
47189,"Wilson County, TN",47159,"Smith County, TN",335,9109000,27191.044776119405,2022
47037,"Davidson County, TN",47159,"Smith County, TN",101,3802000,37643.56435643564,2022
47165,"Sumner County, TN",47159,"Smith County, TN",59,2576000,43661.016949152545,2022
47141,"Putnam County, TN",47159,"Smith County, TN",63,1052000,16698.4126984127,2022
47149,"Rutherford County, TN",47159,"Smith County, TN",58,1451000,25017.241379310344,2022
47111,"Macon County, TN",47159,"Smith County, TN",60,1110000,18500.0,2022
47169,"Trousdale County, TN",47159,"Smith County, TN",59,796000,13491.525423728814,2022
47041,"DeKalb County, TN",47159,"Smith County, TN",39,867000,22230.76923076923,2022
47037,"Davidson County, TN",47165,"Sumner County, TN",3482,138573000,39796.95577254451,2022
47147,"Robertson County, TN",47165,"Sumner County, TN",998,36379000,36451.90380761523,2022
47189,"Wilson County, TN",47165,"Sumner County, TN",556,21834000,39269.78417266187,2022
47149,"Rutherford County, TN",47165,"Sumner County, TN",414,14812000,35777.77777777778,2022
47187,"Williamson County, TN",47165,"Sumner County, TN",280,19016000,67914.28571428571,2022
47125,"Montgomery County, TN",47165,"Sumner County, TN",260,6577000,25296.153846153848,2022
47111,"Macon County, TN",47165,"Sumner County, TN",246,5291000,21508.130081300813,2022
06037,"Los Angeles County, CA",47165,"Sumner County, TN",178,12304000,69123.59550561798,2022
06059,"Orange County, CA",47165,"Sumner County, TN",230,13373000,58143.47826086957,2022
21227,"Warren County, KY",47165,"Sumner County, TN",139,3952000,28431.654676258993,2022
47169,"Trousdale County, TN",47165,"Sumner County, TN",168,4000000,23809.52380952381,2022
06073,"San Diego County, CA",47165,"Sumner County, TN",169,15143000,89603.55029585799,2022
47157,"Shelby County, TN",47165,"Sumner County, TN",138,5812000,42115.942028985504,2022
06065,"Riverside County, CA",47165,"Sumner County, TN",176,5961000,33869.318181818184,2022
21213,"Simpson County, KY",47165,"Sumner County, TN",110,2449000,22263.636363636364,2022
47021,"Cheatham County, TN",47165,"Sumner County, TN",102,2897000,28401.960784313724,2022
04013,"Maricopa County, AZ",47165,"Sumner County, TN",104,6169000,59317.307692307695,2022
17031,"Cook County, IL",47165,"Sumner County, TN",102,5062000,49627.450980392154,2022
47065,"Hamilton County, TN",47165,"Sumner County, TN",74,2747000,37121.62162162162,2022
06071,"San Bernardino County, CA",47165,"Sumner County, TN",106,4058000,38283.018867924526,2022
47093,"Knox County, TN",47165,"Sumner County, TN",70,3495000,49928.57142857143,2022
47119,"Maury County, TN",47165,"Sumner County, TN",71,2034000,28647.88732394366,2022
47141,"Putnam County, TN",47165,"Sumner County, TN",60,1463000,24383.333333333332,2022
06111,"Ventura County, CA",47165,"Sumner County, TN",75,6166000,82213.33333333333,2022
06067,"Sacramento County, CA",47165,"Sumner County, TN",79,5533000,70037.97468354431,2022
12011,"Broward County, FL",47165,"Sumner County, TN",46,1961000,42630.434782608696,2022
32003,"Clark County, NV",47165,"Sumner County, TN",51,3182000,62392.1568627451,2022
48201,"Harris County, TX",47165,"Sumner County, TN",51,2070000,40588.23529411765,2022
17043,"DuPage County, IL",47165,"Sumner County, TN",60,4110000,68500.0,2022
17197,"Will County, IL",47165,"Sumner County, TN",49,2131000,43489.795918367345,2022
21111,"Jefferson County, KY",47165,"Sumner County, TN",45,2401000,53355.555555555555,2022
12095,"Orange County, FL",47165,"Sumner County, TN",35,1442000,41200.0,2022
47043,"Dickson County, TN",47165,"Sumner County, TN",45,1320000,29333.333333333332,2022
01089,"Madison County, AL",47165,"Sumner County, TN",31,1189000,38354.83870967742,2022
21003,"Allen County, KY",47165,"Sumner County, TN",41,853000,20804.878048780487,2022
53033,"King County, WA",47165,"Sumner County, TN",39,4571000,117205.1282051282,2022
06013,"Contra Costa County, CA",47165,"Sumner County, TN",42,2230000,53095.23809523809,2022
12071,"Lee County, FL",47165,"Sumner County, TN",29,937000,32310.344827586207,2022
47189,"Wilson County, TN",47169,"Trousdale County, TN",213,6217000,29187.793427230048,2022
47165,"Sumner County, TN",47169,"Trousdale County, TN",191,5952000,31162.303664921466,2022
47037,"Davidson County, TN",47169,"Trousdale County, TN",46,1335000,29021.739130434784,2022
47111,"Macon County, TN",47169,"Trousdale County, TN",42,900000,21428.571428571428,2022
47159,"Smith County, TN",47169,"Trousdale County, TN",59,1404000,23796.610169491527,2022
47037,"Davidson County, TN",47187,"Williamson County, TN",4438,384503000,86638.80126182965,2022
47119,"Maury County, TN",47187,"Williamson County, TN",1004,39874000,39715.13944223108,2022
47149,"Rutherford County, TN",47187,"Williamson County, TN",635,31810000,50094.48818897638,2022
06037,"Los Angeles County, CA",47187,"Williamson County, TN",730,101195000,138623.2876712329,2022
06059,"Orange County, CA",47187,"Williamson County, TN",789,115746000,146699.61977186313,2022
17031,"Cook County, IL",47187,"Williamson County, TN",288,43154000,149840.27777777778,2022
06073,"San Diego County, CA",47187,"Williamson County, TN",380,42568000,112021.05263157895,2022
47189,"Wilson County, TN",47187,"Williamson County, TN",283,15686000,55427.56183745583,2022
